area,Typeoflocation,time,Weather,typeofvehicle,ageofvehicle,natureofaccidents,causeofaccidents,accidentvictimsage,eduofdriver,accordingtoResponsibilitiesofDriver,speed,roadconditions,roadfeature,typeofjunction,typeoftrafficcontrol,OwnerofTypeofVehiclesandTypeofLicence,Gender
Khadi Machiine Chowk,at pedestrian crossing,3am-6am,heavy rain,3 wheeler,<1,collision brush/side swip,weather condition,10-14years,not known,other improper passsing,>70,Kutcha Roads,two lane,four arm junction,uncontolled,owner of private vehicle,male
Bhumkar Chowk,narrow bridge or culverts,12pm-3pm,light rain,other motor vehicles,4-6year,rear end collision,weather condition,65 and above,upto 8th std,excceding lawful speed,30-50,straight road,4 Lanes or more with central divider,round about junction,traffic light signal,without licence,female
Khadi Machiine Chowk,near a recreation place/cinema,6am-9am,fine,2 wheeler,>10,hit and run,poor light,15-17years,9-10std,followed too closely,30-50,road under construction/repair,4 Lanes or more with central divider,four arm junction,uncontolled,without licence,female
Chandani Chowk-Bavdhan,near office complex,3am-6am,fine,"trucks ,tempos,tracto",>10,skiding,weather condition,25-34years,9-10std,cut in sharply after passing,50-70,Wet road,two lane,unmanned rail crossing,stop sign,learners licence,female
Magarpatta City-Hadapsar,near a factory or indu. Area,9pm-12am,heavy rain,other motor vehicles,>10,collision brush/side swip,defect in condition of motor vehicle,10-14years,9-10std,give improper signal,30-50,muddy/oily/slippery,4 Lanes or more with central divider,t junction,traffic light signal,owner of private vehicle,female
Magarpatta City-Hadapsar,near or inside a village,6pm-9pm,heavy rain,2 wheeler,2-4year,overturning,neglect of civic bodies,55-64years,upto 8th std,followed too closely,30-50,Surfaced Roads,two lane,staggered jucntion,uncontolled,owner of private vehicle,male
Chandani Chowk-Bavdhan,near or inside a village,9pm-12am,heavy rain,2 wheeler,8-10year,overturning,weather condition,18-20years,above 10th std,excceding lawful speed,>70,Wet road,single lane,staggered jucntion,flashing signal/blinker,owner of public commercial vehicle,female
Bhumkar Chowk,near a recreation place/cinema,9am-12pm,fine,"car/jeep/taxi,buses(4 wheeler)",2-4year,hit and run,defect in road condition,21-24years,9-10std,give improper signal,30-50,rutted/pot holes,two lane,t junction,stop sign,owner of public commercial vehicle,female
Chandani Chowk-Bavdhan,near petrol pump,9am-12pm,cloudy,"trucks ,tempos,tracto",1-2year,hit and run,poor light,15-17years,upto 8th std,followed too closely,<30,incline road,3 Lanes or more without central Divider Median,manned rail crossing,flashing signal/blinker,without licence,female
Chandani Chowk-Bavdhan,near a factory or indu. Area,12am-3am,cloudy,2 wheeler,2-4year,overturning,poor light,65 and above,above 10th std,cut in sharply after passing,50-70,incline road,3 Lanes or more without central Divider Median,four arm junction,police controlled,paid driver,male
Khadi Machiine Chowk,residential area,3pm-6pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",1-2year,head on collision,fault of pedestrian,10-14years,not known,other improper passsing,50-70,incline road,4 Lanes or more with central divider,v junction,uncontolled,regular licence,female
Khadi Machiine Chowk,near hospital,3am-6am,light rain,3 wheeler,2-4year,right turn collision,fault of driver,35-44years,not known,cut in sharply after passing,<30,straight road,single lane,four arm junction,uncontolled,paid driver,male
Chandani Chowk-Bavdhan,near bus stop,9am-12pm,fine,2 wheeler,4-6year,collision brush/side swip,fault of driver,25-34years,not known,failed to give signal,<30,rutted/pot holes,4 Lanes or more with central divider,junction with >4 arms,uncontolled,owner of private vehicle,female
Chandani Chowk-Bavdhan,near bus stop,12pm-3pm,light rain,other motor vehicles,4-6year,overturning,fault of driver,45-54years,9-10std,did not give right of way to vehicle,>70,incline road,3 Lanes or more without central Divider Median,unmanned rail crossing,police controlled,paid driver,male
Magarpatta City-Hadapsar,near a religious place,3am-6am,heavy rain,3 wheeler,8-10year,overturning,fault of driver,6-9years,not known,alcohol intake,>70,road under construction/repair,two lane,junction with >4 arms,stop sign,others,female
Chandani Chowk-Bavdhan,residential area,9pm-12am,fine,"trucks ,tempos,tracto",1-2year,skiding,defect in road condition,15-17years,above 10th std,did not give right of way to pedestrian,>70,rutted/pot holes,3 Lanes or more without central Divider Median,junction with >4 arms,stop sign,owner of private vehicle,female
Chandani Chowk-Bavdhan,near office complex,9am-12pm,heavy rain,2 wheeler,>10,overturning,poor light,10-14years,not known,failed to give signal,<30,road under construction/repair,two lane,manned rail crossing,traffic light signal,without licence,male
Magarpatta City-Hadapsar,residential area,6pm-9pm,cloudy,2 wheeler,4-6year,collision brush/side swip,defect in road condition,55-64years,9-10std,alcohol intake,<30,speed breaker,two lane,unmanned rail crossing,stop sign,owner of public commercial vehicle,male
Khadi Machiine Chowk,at pedestrian crossing,6pm-9pm,light rain,2 wheeler,>10,hit and run,neglect of civic bodies,10-14years,9-10std,other improper passsing,30-50,muddy/oily/slippery,single lane,manned rail crossing,traffic light signal,others,male
Khadi Machiine Chowk,near hospital,9pm-12am,heavy rain,3 wheeler,<1,collision brush/side swip,weather condition,21-24years,not known,did not give right of way to pedestrian,50-70,Kutcha Roads,single lane,manned rail crossing,uncontolled,learners licence,female
Bhumkar Chowk,near bus stop,9pm-12am,light rain,other motor vehicles,6-8year,hit and run,fault of pedestrian,18-20years,not known,other improper passsing,50-70,incline road,two lane,four arm junction,uncontolled,without licence,male
Magarpatta City-Hadapsar,near or inside a village,6am-9am,light rain,"trucks ,tempos,tracto",6-8year,overturning,fault of pedestrian,10-14years,9-10std,alcohol intake,30-50,incline road,single lane,junction with >4 arms,uncontolled,owner of public commercial vehicle,male
Magarpatta City-Hadapsar,narrow bridge or culverts,12pm-3pm,fine,2 wheeler,1-2year,head on collision,defect in road condition,25-34years,9-10std,passed on curve,30-50,Surfaced Roads,3 Lanes or more without central Divider Median,unmanned rail crossing,police controlled,owner of private vehicle,female
Bhumkar Chowk,near hospital,12am-3am,heavy rain,2 wheeler,6-8year,hit and run,neglect of civic bodies,18-20years,upto 8th std,excceding lawful speed,>70,Wet road,3 Lanes or more without central Divider Median,junction with >4 arms,police controlled,owner of public commercial vehicle,male
Magarpatta City-Hadapsar,near or inside a village,9pm-12am,light rain,"trucks ,tempos,tracto",<1,head on collision,fault of driver,55-64years,upto 8th std,excceding lawful speed,50-70,incline road,two lane,manned rail crossing,traffic light signal,others,male
Khadi Machiine Chowk,near petrol pump,6am-9am,cloudy,2 wheeler,2-4year,right turn collision,fault of pedestrian,65 and above,9-10std,passed on hill,50-70,rutted/pot holes,two lane,staggered jucntion,traffic light signal,owner of private vehicle,male
Magarpatta City-Hadapsar,near a religious place,3am-6am,cloudy,2 wheeler,>10,right turn collision,weather condition,25-34years,above 10th std,did not give right of way to pedestrian,50-70,straight road,two lane,t junction,police controlled,regular licence,female
Khadi Machiine Chowk,near or inside a village,12am-3am,light rain,2 wheeler,8-10year,overturning,poor light,45-54years,upto 8th std,passed on curve,<30,speed breaker,3 Lanes or more without central Divider Median,t junction,flashing signal/blinker,owner of public commercial vehicle,male
Bhumkar Chowk,near school/college,3am-6am,fine,2 wheeler,<1,head on collision,neglect of civic bodies,6-9years,upto 8th std,on wrong side of the road,50-70,straight road,two lane,t junction,flashing signal/blinker,paid driver,female
Chandani Chowk-Bavdhan,residential area,9am-12pm,cloudy,"trucks ,tempos,tracto",2-4year,right turn collision,defect in road condition,18-20years,not known,failed to give signal,>70,Kutcha Roads,single lane,v junction,stop sign,owner of public commercial vehicle,male
Khadi Machiine Chowk,near petrol pump,9pm-12am,fine,2 wheeler,<1,rear end collision,defect in condition of motor vehicle,21-24years,above 10th std,passed on curve,50-70,straight road,3 Lanes or more without central Divider Median,staggered jucntion,uncontolled,owner of public commercial vehicle,female
Bhumkar Chowk,narrow bridge or culverts,3am-6am,fine,"car/jeep/taxi,buses(4 wheeler)",>10,overturning,neglect of civic bodies,15-17years,not known,cut in sharply after passing,<30,speed breaker,single lane,staggered jucntion,flashing signal/blinker,others,male
Bhumkar Chowk,residential area,3pm-6pm,cloudy,2 wheeler,6-8year,skiding,defect in condition of motor vehicle,<5years,not known,give improper signal,>70,rutted/pot holes,single lane,four arm junction,traffic light signal,paid driver,male
Khadi Machiine Chowk,near school/college,12am-3am,light rain,"trucks ,tempos,tracto",4-6year,collision brush/side swip,defect in condition of motor vehicle,35-44years,upto 8th std,other improper passsing,<30,road under construction/repair,single lane,t junction,stop sign,owner of public commercial vehicle,female
Chandani Chowk-Bavdhan,near bus stop,12pm-3pm,light rain,other motor vehicles,>10,hit and run,defect in condition of motor vehicle,21-24years,not known,followed too closely,30-50,rutted/pot holes,4 Lanes or more with central divider,junction with >4 arms,traffic light signal,learners licence,male
Chandani Chowk-Bavdhan,near office complex,9pm-12am,cloudy,2 wheeler,<1,collision brush/side swip,fault of pedestrian,10-14years,upto 8th std,give improper signal,30-50,Kutcha Roads,3 Lanes or more without central Divider Median,manned rail crossing,stop sign,paid driver,female
Chandani Chowk-Bavdhan,at pedestrian crossing,9am-12pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",8-10year,overturning,weather condition,25-34years,upto 8th std,alcohol intake,30-50,Kutcha Roads,3 Lanes or more without central Divider Median,round about junction,flashing signal/blinker,owner of public commercial vehicle,male
Magarpatta City-Hadapsar,near a religious place,12pm-3pm,light rain,2 wheeler,2-4year,overturning,poor light,35-44years,not known,excceding lawful speed,<30,muddy/oily/slippery,two lane,staggered jucntion,flashing signal/blinker,owner of private vehicle,female
Bhumkar Chowk,in bazar,6pm-9pm,light rain,"trucks ,tempos,tracto",8-10year,right turn collision,defect in road condition,unknown age,above 10th std,passed on curve,50-70,straight road,3 Lanes or more without central Divider Median,manned rail crossing,stop sign,learners licence,male
Chandani Chowk-Bavdhan,near a religious place,3pm-6pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",<1,hit and run,weather condition,45-54years,upto 8th std,did not give right of way to pedestrian,50-70,muddy/oily/slippery,3 Lanes or more without central Divider Median,t junction,uncontolled,learners licence,female
Chandani Chowk-Bavdhan,residential area,6pm-9pm,light rain,other motor vehicles,4-6year,head on collision,fault of driver,<5years,upto 8th std,give improper signal,30-50,straight road,4 Lanes or more with central divider,t junction,uncontolled,without licence,male
Chandani Chowk-Bavdhan,near school/college,9am-12pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",4-6year,hit and run,neglect of civic bodies,10-14years,not known,passed on curve,>70,road under construction/repair,3 Lanes or more without central Divider Median,four arm junction,flashing signal/blinker,others,male
Khadi Machiine Chowk,near a religious place,12am-3am,fine,3 wheeler,1-2year,overturning,neglect of civic bodies,55-64years,not known,give improper signal,30-50,straight road,3 Lanes or more without central Divider Median,t junction,traffic light signal,others,female
Magarpatta City-Hadapsar,near hospital,9pm-12am,fine,3 wheeler,8-10year,collision brush/side swip,fault of pedestrian,18-20years,not known,other improper passsing,>70,Wet road,4 Lanes or more with central divider,t junction,stop sign,others,female
Khadi Machiine Chowk,near a factory or indu. Area,9am-12pm,light rain,2 wheeler,4-6year,collision brush/side swip,defect in condition of motor vehicle,65 and above,above 10th std,passed on hill,<30,speed breaker,3 Lanes or more without central Divider Median,v junction,stop sign,learners licence,male
Khadi Machiine Chowk,near hospital,3pm-6pm,light rain,other motor vehicles,1-2year,head on collision,weather condition,65 and above,not known,alcohol intake,30-50,Wet road,3 Lanes or more without central Divider Median,four arm junction,stop sign,others,male
Magarpatta City-Hadapsar,narrow bridge or culverts,3pm-6pm,fine,2 wheeler,6-8year,right turn collision,defect in road condition,45-54years,not known,followed too closely,30-50,road under construction/repair,4 Lanes or more with central divider,unmanned rail crossing,traffic light signal,owner of public commercial vehicle,female
Chandani Chowk-Bavdhan,near bus stop,9pm-12am,fine,3 wheeler,4-6year,right turn collision,neglect of civic bodies,35-44years,not known,passed on curve,30-50,muddy/oily/slippery,3 Lanes or more without central Divider Median,round about junction,uncontolled,learners licence,male
Bhumkar Chowk,near a recreation place/cinema,12pm-3pm,light rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,collision brush/side swip,fault of driver,<5years,not known,on wrong side of the road,30-50,road under construction/repair,3 Lanes or more without central Divider Median,four arm junction,traffic light signal,learners licence,male
